DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BEN: Benin,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,78.1,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,Enquête Démographique et de Santé au Bénin; 2017-2018. Cotonou; Rockville; Maryland: Institut National de la Statistique et de l'Analyse Économique (INSAE); ICF; 2018 (in French).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2001-2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BMU: Bermuda,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,99.4,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included (Trained personnel),,PLISA Health Information Platform. Indicator profile: Deliveries attended by skilled birth attendants (%) [online database]. Washington; DC: Pan American Health Organization/World Health Organization (PAHO/WHO); 2018 (https://opendata.paho.org/es/indicadores-basicos/tablero-de-los-indicadores-basicos; accessed 21 September 2022).,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,96.2,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included (Trained personnel),,Statistical Yearbook of Bhutan 2019. Thimphu: National Statistics Bureau [Bhutan]; 2019.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2019,96.3,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included (Skilled health worker),,Annual Health Bulletin 2020. Thimphu: Health Management & Information System; Policy & Planning Division; Ministry of Health [Bhutan]; 2020.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2020,99.3,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included (Skilled health personnel),,Ministry of Health; (2022). Annual Health Bulletin; Thimphu; PPD; MoH.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BTN: Bhutan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2021,98.9,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included (Skilled health personnel),,Ministry of Health; (2022). Annual Health Bulletin; Thimphu; PPD; MoH.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BOL: Bolivia (Plurinational State of),MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2019,81.1,0: Units,PCNT: %,RP: Reported,F: Free,,,,Definition includes other cadres that is not in alignment with the standard definition,,Anuario Estadístico 2018. Bolivia: INE [Estado Plurinacional de Bolivia]; 2018.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,99.9,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,Statistical Yearbook Federation of Bosnia and Herzegovina 2019. Sarajevo: Institute for Statistics of Federation of Bosnia and Herzegovina; 2019.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BIH: Bosnia and Herzegovina,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2019,99.9,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife (Doctor + Midwife)",,Statistical Yearbook Federation of Bosnia and Herzegovina 2020. Sarajevo: Institute for Statistics of Federation of Bosnia and Herzegovina; 2020.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2019,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2018,92.3,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Brazil Live Birth Information System (SINASC); Ministry of Health [Brazil]; 2021,,,EOF: End of fieldwork,,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2019,92.7,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Brazil Live Birth Information System (SINASC); Ministry of Health [Brazil]; 2021,,,EOF: End of fieldwork,,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2020,92.2,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Brazil Live Birth Information System (SINASC); Ministry of Health [Brazil]; 2022,,,EOF: End of fieldwork,,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,98.8,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,Ministério da Saúde; Sistema de Informações sobre Nascidos Vivos (SINASC); (https://odsbrasil.gov.br/objetivo3/indicador312#); 2021,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2019,98.4,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,Ministério da Saúde; Sistema de Informações sobre Nascidos Vivos (SINASC); (https://odsbrasil.gov.br/objetivo3/indicador312#); 2021,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRA: Brazil,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2020,98.4,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,Ministério da Saúde; Sistema de Informações sobre Nascidos Vivos (SINASC); (https://odsbrasil.gov.br/objetivo3/indicador312#); 2021,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2020,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRN: Brunei Darussalam,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,99.8,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included (Skilled health personnel),,Ministry of Health [Brunei Darussalam]; 2022.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRN: Brunei Darussalam,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2019,99.6,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included (Skilled health personnel),,Ministry of Health [Brunei Darussalam]; 2022.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRN: Brunei Darussalam,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2020,99.7,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included (Skilled health personnel),,Ministry of Health [Brunei Darussalam]; 2022.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BRN: Brunei Darussalam,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2021,99.6,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included (Skilled health personnel),,Ministry of Health [Brunei Darussalam]; 2022.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGR: Bulgaria,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,93,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,National Statistical Institute of Bulgaria; 2022. (Reported on 2 December 2022),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGR: Bulgaria,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2019,92.3,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,National Statistical Institute of Bulgaria; 2022. (Reported on 2 December 2022),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGR: Bulgaria,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2020,94.6,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,National Statistical Institute of Bulgaria; 2022. (Reported on 2 December 2022),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BGR: Bulgaria,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2021,94.5,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",,National Statistical Institute of Bulgaria; 2022. (Reported on 2 December 2022),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BFA: Burkina Faso,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2021,72.2,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Demographic and Health Survey 2021 (Key indicators),,,EOF: End of fieldwork,,2003-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,86.2,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included,,Annuaire des Statistisques Sanitaires 2021,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2019,98.6,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included,,Annuaire des Statistisques Sanitaires 2021,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2020,87.4,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included,,Annuaire des Statistisques Sanitaires 2021,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,BDI: Burundi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2021,76.5,0: Units,PCNT: %,RP: Reported,F: Free,,,,Unclear definition of the cadres included,,Annuaire des Statistisques Sanitaires 2021,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2021,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CPV: Cabo Verde,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2018,85.6,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Inquérito Demográfico ede Saúde Reprodutiva 2018,,,EOF: End of fieldwork,,2005-2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CPV: Cabo Verde,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,97.3,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Definition includes other cadres that is not in alignment with the standard definition (Doctors, nurses and nursing assistants)",,Instituto Nacional de Estatística (INE); Ministério da Saúde e da Segurança Social; e Utica International. 2020. Inquérito Demográfico e de Saúde Reprodutiva; IDSR-III; Cabo Verde 2018. Praia; Cabo Verde e Columbia; Maryland; USA.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2005-2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2022,86.3,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Demographic and Health Survey 2021-22 (Key indicators),,,EOF: End of fieldwork,,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,KHM: Cambodia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2022,98.7,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Definition includes other cadres that is not in alignment with the standard definition (Doctor, nurse/midwife, auxiliary midwife)",,National Institute of Statistics (NIS) [Cambodia]; Ministry of Health (MoH) [Cambodia]; and ICF. 2022. Cambodia Demographic and Health Survey 2021–22 Key Indicators Report. Phnom Penh; Cambodia; and Rockville; Maryland; USA: NIS; MoH; and ICF.,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2022,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,2018,64.9,0: Units,PCNT: %,RP: Reported,F: Free,,,,,,Demographic and Health Survey 2018,,,EOF: End of fieldwork,,2004-2018,Y15T49: 15 to 49 years old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,CMR: Cameroon,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,2018,69,0: Units,PCNT: %,RP: Reported,F: Free,,,,"Definition includes other cadres that is not in alignment with the standard definition (Doctor, nurse, midwife, aide-soignant)",,Institut National de la Statistique (INS) et ICF. Enquête Démographique et de Santé du Cameroun 2018. Yaoundé; Cameroun et Rockville; Maryland; USA : INS et ICF; 2020. (in French),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),,EOF: End of fieldwork,,2000-2018,Y15T49: 15 to 49 years old
